time.yy,time.mm,time.dd,time.hh,tre200h0,ure200h0,fkl010h0,fkl010h1,dkl010h0,skycover,gls,str.diffus,str.direkt
2060,1,1,0,7.5,79.7,2.5,5.9,207,93,0,0,0
2060,1,1,1,8.4,77,3,6.7,219,91,0,0,0
2060,1,1,2,9,74.9,3.3,7.2,228,89,0,0,0
2060,1,1,3,9.5,72.6,3.6,8.1,236,88,0,0,0
2060,1,1,4,9.8,70.9,3.8,8.7,241,87,0,0,0
2060,1,1,5,9.9,69.8,3.9,8.9,244,87,0,0,0
2060,1,1,6,9.9,68.7,3.8,9.4,253,87,0,0,0
2060,1,1,7,9.9,68.2,3.9,9.4,249,85,3,0,0
2060,1,1,8,9.7,68.8,3.6,9.1,246,83,57,43,126
2060,1,1,9,9.9,67.7,3,7.4,228,81,201,90,488
2060,1,1,10,10.7,64,3.9,8.3,220,79,297,102,652
2060,1,1,11,11.3,63,3.6,7.5,220,77,283,95,562
2060,1,1,12,12,60.4,4.3,9,216,75,257,88,519
2060,1,1,13,11.8,61.2,4,7.7,219,79,149,115,124
2060,1,1,14,11.6,62.2,3.2,7.6,219,83,87,69,95
2060,1,1,15,11.2,63,3.1,6.6,216,88,24,24,0
2060,1,1,16,11.1,64.3,2.6,5.4,217,92,0,0,0
2060,1,1,17,10.7,69.1,1.9,4.1,212,96,0,0,0
2060,1,1,18,10.3,75.9,1.7,4.9,219,100,0,0,0
2060,1,1,19,10.5,69.9,3.9,9.6,218,100,0,0,0
2060,1,1,20,11.1,65.3,4.9,10.3,233,100,0,0,0
2060,1,1,21,11.3,66.7,6.6,13.9,254,100,0,0,0
2060,1,1,22,11.2,70.2,5.9,15.4,250,100,0,0,0
2060,1,1,23,12.3,67.2,10.3,25,240,100,0,0,0
2060,1,2,0,12.3,68.3,9.3,21.3,242,100,0,0,0
2060,1,2,1,12.1,72.4,7.2,17,267,100,0,0,0
2060,1,2,2,12.4,74.4,9.5,21.8,252,100,0,0,0
2060,1,2,3,13,74.3,9.6,24.3,249,100,0,0,0
2060,1,2,4,13.2,74.1,8.5,22.3,239,100,0,0,0
2060,1,2,5,13,75.7,7,14.4,247,100,0,0,0
2060,1,2,6,13.1,78.4,7.5,17.2,226,100,0,0,0
2060,1,2,7,13,80.8,6.3,12.3,214,100,1,0,0
2060,1,2,8,11,84.7,6.4,13.3,209,100,10,10,0
2060,1,2,9,13.5,74.9,6.4,13.9,234,100,28,28,0
2060,1,2,10,14.2,72.4,7.4,13,230,100,32,32,0
2060,1,2,11,14.4,68.4,6.1,12.2,226,100,35,35,0
2060,1,2,12,14.6,67.9,7,16.6,237,100,48,48,0
2060,1,2,13,14,77,6.7,16.1,261,98,13,13,0
2060,1,2,14,13.1,86.7,5.5,15.1,264,96,6,6,0
2060,1,2,15,14.2,76.7,9.8,26.9,244,94,7,7,0
2060,1,2,16,16,61.9,12.8,33.3,250,92,1,0,0
2060,1,2,17,14.6,69.4,14.4,31.9,253,90,0,0,0
2060,1,2,18,15.5,56.4,14.9,33.1,252,88,0,0,0
2060,1,2,19,14.2,55.2,17.7,34.4,251,88,0,0,0
2060,1,2,20,13.4,52.7,14.5,36,252,88,0,0,0
2060,1,2,21,12.3,57.6,12.2,25.9,250,88,0,0,0
2060,1,2,22,12.1,53.6,10.8,22,249,88,0,0,0
2060,1,2,23,11.6,56.5,11.2,25,247,88,0,0,0
2060,1,3,0,10.7,63.9,11.6,29.3,252,88,0,0,0
2060,1,3,1,10,65.3,10.1,21,248,88,0,0,0
2060,1,3,2,10.3,62.5,10.2,23.7,249,88,0,0,0
2060,1,3,3,10.3,60.5,11.4,22.5,248,88,0,0,0
2060,1,3,4,10.5,55.8,10.7,23,247,88,0,0,0
2060,1,3,5,10,61.5,8.9,21.1,248,88,0,0,0
2060,1,3,6,10.1,60.1,8.3,19.6,251,88,0,0,0
2060,1,3,7,10.5,55.6,7.4,18.5,242,88,3,0,0
2060,1,3,8,10.9,51.4,5.9,15.6,239,88,23,23,0
2060,1,3,9,11.1,52.8,5.4,12.8,247,88,81,80,5
2060,1,3,10,11.7,51.5,7.3,16.9,252,88,255,111,476
2060,1,3,11,12.3,49.6,8.8,18.7,253,88,290,64,671
2060,1,3,12,12.6,46.2,7.1,14.4,251,88,282,120,491
2060,1,3,13,12,47.4,6.8,13.9,254,85,110,107,11
2060,1,3,14,12.1,48.2,7.1,15.5,252,83,56,56,0
2060,1,3,15,11.9,48.2,5.9,12,243,81,19,19,0
2060,1,3,16,11.6,51.2,7.1,16.2,241,79,1,0,0
2060,1,3,17,11.1,55.3,8.3,20.2,238,77,2,0,0
2060,1,3,18,11.1,56.9,7.4,18.6,244,75,0,0,0
2060,1,3,19,10.2,68.3,8.7,19,245,77,0,0,0
2060,1,3,20,10.8,65.6,7.6,17.2,243,79,0,0,0
2060,1,3,21,11,64.9,7.5,19.8,239,81,0,0,0
2060,1,3,22,11.1,63.4,8,21.4,244,83,0,0,0
2060,1,3,23,10.2,74.9,7.4,17.5,257,85,0,0,0
2060,1,4,0,9.8,78.5,9.4,20.7,251,88,0,0,0
2060,1,4,1,9.9,77.2,6.8,17.2,254,90,0,0,0
2060,1,4,2,9.7,80.9,5.4,13.4,263,92,0,0,0
2060,1,4,3,9.3,81.3,5.9,12.6,260,94,0,0,0
2060,1,4,4,8.7,84.4,5.7,11.5,272,96,0,0,0
2060,1,4,5,8.1,84.7,4.2,9.4,277,98,0,0,0
2060,1,4,6,7.8,81.7,2.8,7.9,266,100,0,0,0
2060,1,4,7,7.9,79.3,1.4,4.9,195,100,3,0,0
2060,1,4,8,8.1,80.8,1.4,3.4,188,100,21,21,0
2060,1,4,9,8.1,84.2,0.8,2.8,188,100,38,38,0
2060,1,4,10,8.1,87.6,0.9,3,172,100,51,51,0
2060,1,4,11,8.5,86.3,2.2,4.8,208,100,98,98,0
2060,1,4,12,8.5,85.5,2,4.3,219,100,63,63,0
2060,1,4,13,8.7,84,2.7,7.4,219,94,44,44,0
2060,1,4,14,9.2,79.6,2.3,4.7,227,88,29,29,0
2060,1,4,15,9.3,78.7,4.7,12.5,236,81,7,7,0
2060,1,4,16,8.8,78.1,8.2,24.9,254,75,2,0,0
2060,1,4,17,8.4,76.1,6.1,15.9,268,69,0,0,0
2060,1,4,18,7,78.6,6.5,17,281,62,0,0,0
2060,1,4,19,5.6,74.2,7.1,18.6,271,66,0,0,0
2060,1,4,20,5.6,69.1,6,16.4,261,69,0,0,0
2060,1,4,21,5,66.3,7.2,17.8,263,72,0,0,0
2060,1,4,22,4.4,65.9,6.5,14.8,267,75,0,0,0
2060,1,4,23,3.4,76,3.6,10,302,78,0,0,0
2060,1,5,0,2.5,78.2,3.8,8.8,292,81,0,0,0
2060,1,5,1,1.9,80.7,3.3,7.6,299,84,0,0,0
2060,1,5,2,1.6,82.7,2.1,6.3,292,88,0,0,0
2060,1,5,3,1.6,72.5,3.5,7.9,280,91,0,0,0
2060,1,5,4,0.9,63.7,4.8,12,270,94,0,0,0
2060,1,5,5,0.5,67.2,5,10.9,261,97,0,0,0
2060,1,5,6,0.4,66.9,4.9,10,261,100,0,0,0
2060,1,5,7,0.3,70,4.3,10.7,255,100,1,0,0
2060,1,5,8,-0.1,77.6,3.4,7.2,258,100,11,11,0
2060,1,5,9,-0.2,81.5,2.4,4.9,228,100,30,30,0
2060,1,5,10,-0.1,81.5,2.3,4.6,227,100,44,44,0
2060,1,5,11,0,78.7,2.3,4.4,234,100,38,38,0
2060,1,5,12,0,78.3,2.3,5.2,245,100,40,40,0
2060,1,5,13,0.2,78.5,2.3,4.8,255,100,42,42,0
2060,1,5,14,0.1,78.7,1.5,3.9,240,100,21,21,0
2060,1,5,15,0.2,75.5,2,3.8,229,100,6,6,0
2060,1,5,16,0.3,76.9,1.7,4.4,295,100,1,0,0
2060,1,5,17,0.3,77.6,0.3,1.5,342,100,0,0,0
2060,1,5,18,0.4,77.1,0.8,2.1,50,100,0,0,0
2060,1,5,19,0.5,77.5,0.9,2.5,41,100,0,0,0
2060,1,5,20,0.5,78.9,0.9,2.7,49,100,0,0,0
2060,1,5,21,0.4,79.5,1.2,2.7,72,100,0,0,0
2060,1,5,22,0.6,78.1,1.6,3.6,55,100,0,0,0
2060,1,5,23,0.5,79.5,2.2,4.5,47,100,0,0,0
2060,1,6,0,0.5,80.3,2.1,5.6,51,100,0,0,0
2060,1,6,1,0.5,80.9,1.7,3.8,50,100,0,0,0
2060,1,6,2,0.5,80.6,1.3,3.7,39,100,0,0,0
2060,1,6,3,0.7,78.8,1.1,3.8,45,100,0,0,0
2060,1,6,4,0.6,76.7,1.5,5.4,48,100,0,0,0
2060,1,6,5,0.5,77.6,1.6,4.7,33,100,0,0,0
2060,1,6,6,0.4,75.7,1.7,5.4,36,100,0,0,0
2060,1,6,7,0.1,78.7,1.4,4.2,30,98,3,0,0
2060,1,6,8,0.1,76.6,1.5,4.2,34,96,14,14,0
2060,1,6,9,0.1,74.9,1.7,4.8,21,94,22,22,0
2060,1,6,10,0.1,73.8,1.9,5.9,32,92,37,37,0
2060,1,6,11,0.3,73.5,1.7,4.4,33,90,41,41,0
2060,1,6,12,0.3,69.9,1.9,5.5,35,88,54,54,0
2060,1,6,13,0.4,63.9,2.5,5.6,45,77,46,46,0
2060,1,6,14,0.5,61,2.3,6.6,49,67,43,43,0
2060,1,6,15,0.5,59.8,2.1,6.6,65,56,18,18,0
2060,1,6,16,0.3,61.1,2.1,5.7,45,46,2,0,0
2060,1,6,17,-0.1,62.1,1.7,5.4,45,35,0,0,0
2060,1,6,18,-0.4,65.8,1.7,5.1,25,25,0,0,0
2060,1,6,19,-0.6,66.3,2.1,5.8,31,31,0,0,0
2060,1,6,20,-0.7,64.4,2.3,7.2,40,38,0,0,0
2060,1,6,21,-1,63.2,2.6,6.9,39,44,0,0,0
2060,1,6,22,-1.1,63.4,2.2,6.6,52,50,0,0,0
2060,1,6,23,-1.1,64.8,2.4,6.1,52,56,0,0,0
2060,1,7,0,-1.1,65.6,2,6.9,63,62,0,0,0
2060,1,7,1,-1.1,66.9,2.1,6.1,63,69,0,0,0
2060,1,7,2,-1.4,70,2.9,7.5,39,75,0,0,0
2060,1,7,3,-1.5,69.5,2.3,5.8,45,81,0,0,0
2060,1,7,4,-1.6,73,2.3,6.3,34,88,0,0,0
2060,1,7,5,-1.5,74.1,1.9,7.1,49,94,0,0,0
2060,1,7,6,-1.7,72,2.8,8.1,52,100,0,0,0
2060,1,7,7,-2.1,65.3,3,7.6,60,96,3,0,0
2060,1,7,8,-2.3,67.8,2.8,7.6,52,92,49,33,134
2060,1,7,9,-2,71.1,2.9,7,56,88,211,92,514
2060,1,7,10,-1.5,63.7,3,8.2,68,83,355,80,629
2060,1,7,11,-1.4,58.8,2.8,7.5,52,79,248,138,320
2060,1,7,12,-1.3,60.5,2.2,6.4,36,75,135,131,12
2060,1,7,13,-1.2,66,2.2,5.4,41,73,138,121,58
2060,1,7,14,-0.9,63.1,2.4,5.7,47,71,119,78,198
2060,1,7,15,-1.3,69,1.8,4.9,34,69,22,22,0
2060,1,7,16,-1.7,72.5,1.9,4.9,29,67,0,0,0
2060,1,7,17,-1.8,76,1.9,5.6,54,65,0,0,0
2060,1,7,18,-1.9,75.1,2.8,6.9,58,62,0,0,0
2060,1,7,19,-2.3,74.1,3.9,10.2,54,66,0,0,0
2060,1,7,20,-2.8,72.8,4.5,8.8,54,69,0,0,0
2060,1,7,21,-3.2,71.3,4.1,9.2,44,72,0,0,0
2060,1,7,22,-3.3,71.1,2.8,7.8,62,75,0,0,0
2060,1,7,23,-3.2,68.4,3.7,9.2,66,78,0,0,0
2060,1,8,0,-3.5,68.5,3.2,8.3,67,81,0,0,0
2060,1,8,1,-3.9,68.7,3.3,9.2,57,84,0,0,0
2060,1,8,2,-3.8,69.7,2.3,6.8,67,88,0,0,0
2060,1,8,3,-3.8,70.6,2.4,6.4,53,91,0,0,0
2060,1,8,4,-3.9,69.8,2.1,6.6,54,94,0,0,0
2060,1,8,5,-3.9,69.6,2.1,6.5,59,97,0,0,0
2060,1,8,6,-4,68,2.6,6.6,54,100,0,0,0
2060,1,8,7,-4.1,66.5,2.7,8.7,62,96,3,0,0
2060,1,8,8,-4.1,66.3,2.4,6.5,75,92,25,25,0
2060,1,8,9,-3.6,66.9,2.6,8.1,64,88,77,77,0
2060,1,8,10,-3.3,67.6,2.8,7.1,55,83,221,106,372
2060,1,8,11,-2.9,61.4,3.4,8.4,63,79,271,124,427
2060,1,8,12,-2.5,60.2,2.9,7.6,61,75,232,139,274
2060,1,8,13,-2.4,60,2.9,7.6,55,77,166,130,122
2060,1,8,14,-2.5,60.8,3.2,7.7,50,79,76,74,8
2060,1,8,15,-2.3,62.4,3.6,7.5,54,81,23,23,0
2060,1,8,16,-2.6,63.8,3.9,8.1,60,83,1,0,0
2060,1,8,17,-2.7,65.6,4.2,8.4,54,85,0,0,0
2060,1,8,18,-2.9,67.3,4.7,9.7,50,88,0,0,0
2060,1,8,19,-3,68.7,4.7,9,51,89,0,0,0
2060,1,8,20,-3.5,71.7,5,10.9,49,90,0,0,0
2060,1,8,21,-3.9,73.5,5.9,12.7,50,91,0,0,0
2060,1,8,22,-4.1,74.3,4.8,9.8,52,92,0,0,0
2060,1,8,23,-4,74.5,1.8,6,43,93,0,0,0
2060,1,9,0,-4,74.5,1.1,4.2,15,94,0,0,0
2060,1,9,1,-4.2,75.4,1.4,4.7,25,95,0,0,0
2060,1,9,2,-4.4,76.2,1.3,3.7,35,96,0,0,0
2060,1,9,3,-4.4,76.7,0.7,2.5,16,97,0,0,0
2060,1,9,4,-4.3,76.6,0.7,3.4,18,98,0,0,0
2060,1,9,5,-4,76.8,1.5,3.8,15,99,0,0,0
2060,1,9,6,-4,77.1,1.9,4.7,35,100,0,0,0
2060,1,9,7,-4.3,77,1.8,4.4,31,100,1,0,0
2060,1,9,8,-4.4,77.9,1.5,4.6,28,100,16,16,0
2060,1,9,9,-4.4,77.7,2.3,6.8,34,100,37,37,0
2060,1,9,10,-4.5,77,2.3,6.6,36,100,46,46,0
2060,1,9,11,-4.4,75.9,3.3,6.3,39,100,56,56,0
2060,1,9,12,-4.3,75,3.4,6.1,45,100,62,62,0
2060,1,9,13,-4.3,74.6,2.9,6.7,49,100,39,39,0
2060,1,9,14,-4.3,74.5,2,4.9,53,100,23,23,0
2060,1,9,15,-4.3,77.4,1.9,4.8,35,100,14,14,0
2060,1,9,16,-4.3,74.8,2.5,5.9,43,100,1,0,0
2060,1,9,17,-4.4,74.8,1.5,4.6,45,100,0,0,0
2060,1,9,18,-4.4,74.4,3.1,6.7,50,100,0,0,0
2060,1,9,19,-5,72.1,3.2,6.4,44,100,0,0,0
2060,1,9,20,-5,71.5,3.1,6.5,40,100,0,0,0
2060,1,9,21,-5.3,76.5,3.2,6.9,44,100,0,0,0
2060,1,9,22,-5.3,74.4,4.1,8.1,46,100,0,0,0
2060,1,9,23,-5.6,71.6,4.2,7.5,45,100,0,0,0
2060,1,10,0,-5.7,72,4.2,8.5,45,100,0,0,0
2060,1,10,1,-5.8,72.6,3.5,7.7,46,100,0,0,0
2060,1,10,2,-6,73.2,2.8,6.4,39,100,0,0,0
2060,1,10,3,-6.3,75.7,2.1,5.6,41,100,0,0,0
2060,1,10,4,-6.4,76.6,2.4,5.8,40,100,0,0,0
2060,1,10,5,-6.4,76.5,1.7,5.9,36,100,0,0,0
2060,1,10,6,-6.5,76.9,1.3,4.2,27,100,0,0,0
2060,1,10,7,-6.4,76.1,2.7,6.3,40,100,1,0,0
2060,1,10,8,-6.3,75.6,3.6,6.4,46,100,10,10,0
2060,1,10,9,-6.1,76.7,3.8,6.7,42,100,44,44,0
2060,1,10,10,-6.1,75.8,3.6,6.9,43,100,79,79,0
2060,1,10,11,-5.8,74.5,3.3,7.1,46,100,118,118,0
2060,1,10,12,-5.5,72.6,3.5,6.5,45,100,123,122,2
2060,1,10,13,-5.3,73,3.7,7.5,44,100,83,83,0
2060,1,10,14,-4.8,74.4,4,7.2,45,100,48,48,0
2060,1,10,15,-4.6,71.8,3.3,6.8,46,100,17,17,0
2060,1,10,16,-4.6,69.4,3.5,6.8,59,100,1,0,0
2060,1,10,17,-4.8,66.4,4,7.6,55,100,0,0,0
2060,1,10,18,-4.9,66.3,3.6,7,58,100,0,0,0
2060,1,10,19,-4.9,68.6,2.4,5.7,54,100,0,0,0
2060,1,10,20,-4.9,70.7,1.6,4.8,37,100,0,0,0
2060,1,10,21,-4.8,72.3,1.6,5.8,40,100,0,0,0
2060,1,10,22,-4.6,70.9,2.2,7.6,47,100,0,0,0
2060,1,10,23,-4.4,69.1,1.8,6.8,61,100,0,0,0
2060,1,11,0,-4.2,68.3,2.6,8.3,56,100,0,0,0
2060,1,11,1,-4.3,67.9,2.5,6.9,50,100,0,0,0
2060,1,11,2,-4.3,66.7,2.7,8.3,63,100,0,0,0
2060,1,11,3,-4.5,68.9,2.1,6.4,49,100,0,0,0
2060,1,11,4,-4.6,68.6,2.3,7,56,100,0,0,0
2060,1,11,5,-4.6,68.7,2.8,7.9,58,100,0,0,0
2060,1,11,6,-4.6,70.4,2.4,6.6,57,100,0,0,0
2060,1,11,7,-4.7,69,2.8,8.2,60,100,1,0,0
2060,1,11,8,-4.7,67.9,2.8,7.2,60,100,15,15,0
2060,1,11,9,-4.6,66.3,4.1,10.6,62,100,54,54,0
2060,1,11,10,-4.4,66,3.5,11.1,66,100,91,91,0
2060,1,11,11,-4.1,68.5,2.3,6.4,83,100,79,79,0
2060,1,11,12,-3.6,71.7,2.5,6.9,74,100,63,63,0
2060,1,11,13,-3.1,68.9,2.3,7.2,80,100,44,44,0
2060,1,11,14,-2.8,67.4,2,6.6,72,100,25,25,0
2060,1,11,15,-2.7,68.4,2.2,8.5,60,100,9,9,0
2060,1,11,16,-2.6,65.2,3.8,11.8,56,100,0,0,0
2060,1,11,17,-2.6,65,3.4,10.7,56,100,0,0,0
2060,1,11,18,-2.8,65,3.5,11,60,100,0,0,0
2060,1,11,19,-2.9,61.2,4.2,12,72,100,0,0,0
2060,1,11,20,-3.2,62.3,4.4,13.4,64,100,0,0,0
2060,1,11,21,-3.5,61.4,3.7,11.4,66,100,0,0,0
2060,1,11,22,-3.8,61.7,4,11.3,68,100,0,0,0
2060,1,11,23,-3.8,62.1,3.7,10.5,68,100,0,0,0
2060,1,12,0,-4.1,65.4,3,7.1,45,100,0,0,0
2060,1,12,1,-4.6,67.3,3.4,8,41,100,0,0,0
2060,1,12,2,-4.9,67.8,3,8.3,46,100,0,0,0
2060,1,12,3,-5.1,67.9,3.4,9.6,52,100,0,0,0
2060,1,12,4,-5.4,69.5,3.6,10.1,56,100,0,0,0
2060,1,12,5,-5.8,71.5,2.8,7.9,51,100,0,0,0
2060,1,12,6,-6,71.2,3.6,9.1,56,100,0,0,0
2060,1,12,7,-6.2,71.5,2.7,7.6,58,92,4,0,0
2060,1,12,8,-6.3,71.6,2.3,6.4,43,83,32,32,0
2060,1,12,9,-6.3,71,2.5,6,55,75,69,69,0
2060,1,12,10,-5.8,67.2,2.3,6.3,47,67,119,117,8
2060,1,12,11,-4.8,64.3,3.1,8.2,55,58,317,120,553
2060,1,12,12,-4.1,61.5,3,7.8,53,50,321,64,732
2060,1,12,13,-3.6,60,2.8,7.8,55,42,257,58,654
2060,1,12,14,-3.1,56.9,2.4,6.5,62,33,174,46,585
2060,1,12,15,-3.2,56.7,1.9,5.5,72,25,64,31,326
2060,1,12,16,-3.6,58.8,1.1,3.9,68,17,1,0,0
2060,1,12,17,-3.7,60.7,0.9,3.1,76,8,0,0,0
2060,1,12,18,-3.6,60.8,0.7,1.6,51,0,0,0,0
2060,1,12,19,-4.1,64.2,0.9,1.8,54,1,0,0,0
2060,1,12,20,-4.4,66.7,1.9,3.8,51,2,0,0,0
2060,1,12,21,-5,70.5,2.9,4.1,59,3,0,0,0
2060,1,12,22,-5,71.5,2.5,3.8,67,4,0,0,0
2060,1,12,23,-5.1,71.7,0.8,2.3,45,5,0,0,0
2060,1,13,0,-5.7,73.5,1.2,2.7,45,6,0,0,0
2060,1,13,1,-5.8,73.7,0.1,1.6,360,7,0,0,0
2060,1,13,2,-5.9,74,0.3,1.3,135,8,0,0,0
2060,1,13,3,-6.5,77.3,0.1,0.9,360,9,0,0,0
2060,1,13,4,-6.6,76.9,0.6,2.2,180,10,0,0,0
2060,1,13,5,-6.5,77.8,0.6,2,321,11,0,0,0
2060,1,13,6,-6.4,77.6,0.8,2.5,239,12,0,0,0
2060,1,13,7,-5.7,77.2,0.7,2.3,259,27,9,0,0
2060,1,13,8,-4.7,74.6,0.8,2.3,247,42,44,43,7
2060,1,13,9,-3.7,69.1,1.7,4.4,245,56,94,93,6
2060,1,13,10,-2.6,66.7,2.2,4.2,246,71,156,136,65
2060,1,13,11,-1.4,63.7,2,3.9,225,85,164,142,61
2060,1,13,12,-0.7,68.5,1.3,3.5,219,100,164,144,56
2060,1,13,13,0.1,61.8,1.9,3.7,223,100,141,126,48
2060,1,13,14,0.5,59.8,2,3.9,234,100,39,39,0
2060,1,13,15,0.1,73.3,2.1,4.4,223,100,12,12,0
2060,1,13,16,0,87.4,1.8,3.4,227,100,3,0,0
2060,1,13,17,0.2,90.2,3,6.1,230,100,0,0,0
2060,1,13,18,0.5,86.9,2.4,4.5,237,100,0,0,0
2060,1,13,19,0.9,85.2,1.7,4.8,267,100,0,0,0
2060,1,13,20,1.6,83.8,1.6,4.2,223,100,0,0,0
2060,1,13,21,1.7,84.8,1.2,2.7,235,100,0,0,0
2060,1,13,22,2,84.1,2.3,4.7,288,100,0,0,0
2060,1,13,23,2.3,85.7,2.1,4.9,239,100,0,0,0
2060,1,14,0,2.3,85.6,1.4,4,234,100,0,0,0
2060,1,14,1,2.2,88.5,1.5,2.9,222,100,0,0,0
2060,1,14,2,2.2,88.8,1.3,2.9,241,100,0,0,0
2060,1,14,3,2.5,84.3,1,2.1,315,100,0,0,0
2060,1,14,4,2.6,85,0.6,2.4,351,100,0,0,0
2060,1,14,5,2.8,84.8,0.3,1.9,333,100,0,0,0
2060,1,14,6,2.9,86.6,0.5,1.3,297,100,0,0,0
2060,1,14,7,3.2,85.8,0.2,1.5,180,100,3,0,0
2060,1,14,8,3.3,86,1,2.5,229,100,29,29,0
2060,1,14,9,3.5,86.3,0.5,2.3,225,100,63,63,0
2060,1,14,10,4,85.6,1,3,180,100,97,97,0
2060,1,14,11,4.8,86,1.1,3,225,100,140,134,18
2060,1,14,12,5.2,83.2,0.5,1.7,270,100,171,147,70
2060,1,14,13,5.6,83.3,1,3,230,98,130,122,25
2060,1,14,14,5.9,82.7,0.4,1.9,180,96,58,58,0
2060,1,14,15,5.9,82.9,0.5,2,27,94,45,34,93
2060,1,14,16,5.6,82.5,0.7,2.2,81,92,5,0,0
2060,1,14,17,5.4,84.8,0.5,2.3,166,90,0,0,0
2060,1,14,18,5.2,87.7,0.2,1.2,45,88,0,0,0
2060,1,14,19,5,88,0.2,1.5,45,89,0,0,0
2060,1,14,20,5.2,87,0.2,1.1,360,90,0,0,0
2060,1,14,21,5.1,87.6,0.3,1.8,34,91,0,0,0
2060,1,14,22,5,87.9,0.3,2.1,18,92,0,0,0
2060,1,14,23,5.1,88,0.2,1.2,45,93,0,0,0
2060,1,15,0,5.1,88.2,0.1,1.2,360,94,0,0,0
2060,1,15,1,5.1,88.1,0.3,1.4,108,95,0,0,0
2060,1,15,2,5.2,88.5,0.6,1.7,135,96,0,0,0
2060,1,15,3,5.1,88.2,0.5,1.6,169,97,0,0,0
2060,1,15,4,5,88.3,0.6,2.2,214,98,0,0,0
2060,1,15,5,4.9,86.4,1.9,4.6,201,99,0,0,0
2060,1,15,6,4.9,83.1,2.3,5.2,225,100,0,0,0
2060,1,15,7,4.6,83.6,2.1,4.8,248,92,2,0,0
2060,1,15,8,4.4,83.3,2.2,4.8,240,83,16,16,0
2060,1,15,9,4.4,82.1,2.8,5.7,242,75,45,45,0
2060,1,15,10,4.7,80.1,2.6,6,230,67,129,125,12
2060,1,15,11,4.9,78.8,2.4,5.4,209,58,240,154,235
2060,1,15,12,5.7,77.1,1.8,3.5,234,50,329,92,658
2060,1,15,13,6.1,74.8,1.8,4.4,229,44,271,58,678
2060,1,15,14,6.3,75.1,1.6,4.2,227,38,182,46,592
2060,1,15,15,6,76,1.6,3.1,215,31,68,33,319
2060,1,15,16,5.3,77,1.4,3.6,261,25,2,0,0
2060,1,15,17,4.7,80.5,1.3,3.3,231,19,0,0,0
2060,1,15,18,4.5,81.4,1.2,3,253,12,0,0,0
2060,1,15,19,4.2,83.3,1.7,3.8,237,20,0,0,0
2060,1,15,20,3.9,85.4,2.9,5.9,215,27,0,0,0
2060,1,15,21,3.1,85.5,1.4,4.6,256,34,0,0,0
2060,1,15,22,2.6,87.3,1.5,4,307,42,0,0,0
2060,1,15,23,2.6,86.8,1.7,3.3,303,49,0,0,0
2060,1,16,0,2.4,86.2,1.6,4,315,56,0,0,0
2060,1,16,1,2.2,86.7,0.6,2.5,270,64,0,0,0
2060,1,16,2,2.7,85.8,0.8,2.7,180,71,0,0,0
2060,1,16,3,3,86.1,0.7,2.5,180,78,0,0,0
2060,1,16,4,3.5,88.9,0.7,4.5,211,85,0,0,0
2060,1,16,5,3.8,87.6,0.9,3.6,225,93,0,0,0
2060,1,16,6,4.4,83.1,1.6,4.2,231,100,0,0,0
2060,1,16,7,4.1,79.5,1.6,3.7,317,100,2,0,0
2060,1,16,8,4.4,77.6,2.1,4.9,315,100,9,9,0
2060,1,16,9,4.5,79.3,0.4,2.4,342,100,22,22,0
2060,1,16,10,4.9,82.2,0.4,1.2,45,100,23,23,0
2060,1,16,11,5.1,81.6,0.8,1.9,352,100,19,19,0
2060,1,16,12,5.1,81,1.1,3,264,100,62,62,0
2060,1,16,13,5.6,80.8,1.5,3.1,205,98,98,98,0
2060,1,16,14,5.4,81.8,1.7,3.1,194,96,50,50,0
2060,1,16,15,5.4,79.9,1.2,2.3,180,94,22,22,0
2060,1,16,16,5.5,79.9,0.5,2.3,153,92,4,0,0
2060,1,16,17,5.3,83.3,0.9,1.7,45,90,1,0,0
2060,1,16,18,5.1,85.5,0.4,1.4,34,88,0,0,0
2060,1,16,19,4.9,85.2,0.8,1.7,60,89,0,0,0
2060,1,16,20,4.3,86.1,1.8,3.7,52,90,0,0,0
2060,1,16,21,3.7,86.6,2.4,4.7,62,91,0,0,0
2060,1,16,22,3.1,88.3,1.9,3.3,62,92,0,0,0
2060,1,16,23,3,87.7,3,5.9,56,93,0,0,0
2060,1,17,0,3.1,87.6,3.8,7.1,46,94,0,0,0
2060,1,17,1,3.7,86.1,2.7,6.6,45,95,0,0,0
2060,1,17,2,3.8,86.3,2.5,5.1,36,96,0,0,0
2060,1,17,3,3.6,84.9,1.6,4.5,43,97,0,0,0
2060,1,17,4,3.6,83.6,0.5,1.8,90,98,0,0,0
2060,1,17,5,3.6,84.4,0.8,2.7,99,99,0,0,0
2060,1,17,6,3.5,80.3,1.8,3.8,211,100,0,0,0
2060,1,17,7,3.3,75.5,1.8,3.7,227,90,4,4,0
2060,1,17,8,3.1,76,1.9,4.6,198,79,27,27,0
2060,1,17,9,3.1,75.4,1.6,4.8,248,69,76,76,0
2060,1,17,10,3.4,74.2,1.7,4,210,58,183,142,124
2060,1,17,11,3.9,71.1,2.1,5.5,217,48,300,123,480
2060,1,17,12,4.4,70.7,2.9,7.8,262,38,280,137,390
2060,1,17,13,4.7,68.9,2.2,5.2,203,31,274,70,636
2060,1,17,14,4.8,69.1,2.5,4.8,206,25,185,48,579
2060,1,17,15,4.6,70.9,2.8,5,210,19,72,35,317
2060,1,17,16,3.9,76.5,1.7,4.3,218,12,4,0,0
