station,time.yy,time.mm,time.dd,time.hh,temp,relhum,vappres,dewpt,mixratio,wetbulb,enthalpy,precip,airpres,winddir,windmean,windmax,rad.global,rad.direct,rad.diffus,rad.vert.N,rad.vert.E,rad.vert.S,rad.vert.W,ir.horiz,cloudcov,albedo,emissivity
KLO,2011,1,2,14,1.1,74,4.9,-3,3.16,-0.4,9,0,970.4,35,3.6,6.4,90,148,68,56,56,173,160,260,94,57,97
KLO,2011,1,2,15,0.8,73.1,4.7,-3.5,3.03,-0.8,8.4,0,970.9,41,2.9,5,9,23,7,6,6,21,24,259,100,57,97
KLO,2011,1,2,16,0.5,72.7,4.6,-3.8,2.96,-1,7.9,0,971.2,42,2.4,4.6,0,0,0,0,0,0,0,257,100,57,97
KLO,2011,1,2,17,0.2,75.2,4.7,-3.7,3.02,-1.2,7.7,0,971.4,19,2.1,3.7,0,0,0,0,0,0,0,247,88,57,97
KLO,2011,1,2,18,-0.2,71.9,4.3,-4.6,2.76,-1.7,6.7,0,971.8,22,2.5,4.6,0,0,0,0,0,0,0,243,16,57,97
KLO,2011,1,2,19,-1.3,76.1,4.2,-5,2.7,-2.6,5.4,0,972,356,1.6,3.3,0,0,0,0,0,0,0,231,0,57,97
KLO,2011,1,2,20,-2.2,84.1,4.4,-4.5,2.83,-3,4.8,0,972.3,14,2.1,3.5,0,0,0,0,0,0,0,227,0,57,97
KLO,2011,1,2,21,-2.7,86.4,4.3,-4.7,2.76,-3.4,4.1,0,972.7,7,2.4,3.1,0,0,0,0,0,0,0,225,0,57,97
KLO,2011,1,2,22,-3.5,90.1,4.3,-4.9,2.76,-4,3.3,0,972.7,14,2,4.1,0,0,0,0,0,0,0,224,0,57,97
KLO,2011,1,2,23,-4.2,91.6,4.1,-5.4,2.63,-4.6,2.3,0,972.7,10,2.2,3.4,0,0,0,0,0,0,0,223,0,57,97
KLO,2011,1,3,0,-4.7,91.8,4,-5.8,2.57,-5,1.6,0,972.4,355,1.3,2.7,0,0,0,0,0,0,0,222,0,45,97
KLO,2011,1,3,1,-5.6,92.7,3.7,-6.6,2.38,-5.9,0.3,0,972.3,315,0.8,1.9,0,0,0,0,0,0,0,221,6,45,97
KLO,2011,1,3,2,-6,93,3.6,-6.9,2.31,-6.3,-0.3,0,972.4,332,1.5,3.1,0,0,0,0,0,0,0,220,0,45,97
KLO,2011,1,3,3,-5.8,89.9,3.6,-7.2,2.31,-6.2,-0.1,0,972.4,336,2.2,3.2,0,0,0,0,0,0,0,219,23,45,97
KLO,2011,1,3,4,-6.3,89.8,3.4,-7.7,2.18,-6.7,-0.9,0,972.4,317,2.2,3.3,0,0,0,0,0,0,0,218,25,45,97
KLO,2011,1,3,5,-6.8,90.1,3.3,-8.1,2.12,-7.2,-1.6,0,972.4,330,1.6,2.8,0,0,0,0,0,0,0,218,25,45,97
KLO,2011,1,3,6,-6.3,89.5,3.4,-7.7,2.18,-6.7,-0.9,0,972.6,325,1.2,2.9,0,0,0,0,0,0,0,218,25,45,97
KLO,2011,1,3,7,-6.6,89.5,3.4,-8,2.18,-7,-1.2,0,972.5,329,1.2,2.2,24,138,14,11,118,104,11,219,25,45,97
KLO,2011,1,3,8,-5.8,90,3.6,-7.2,2.31,-6.2,-0.1,0,972.7,352,1.5,2.7,138,482,60,50,379,436,50,220,10,45,97
KLO,2011,1,3,9,-4.2,87.1,3.9,-6,2.5,-4.8,2,0,972.8,338,2.7,4.7,234,540,97,82,368,581,82,223,23,45,97
KLO,2011,1,3,10,-3.4,85.3,4.1,-5.5,2.63,-4.1,3.1,0,972.6,31,2.6,6.6,224,190,164,120,187,319,120,228,61,45,97
KLO,2011,1,3,11,-2.8,83,4.1,-5.3,2.63,-3.6,3.7,0,972.1,48,2.9,5.8,286,394,154,119,145,535,163,225,30,45,97
KLO,2011,1,3,12,-2,80.2,4.2,-4.9,2.7,-3,4.7,0,971.4,37,3,5.6,308,676,98,95,95,762,320,225,13,45,97
KLO,2011,1,3,13,-1.2,76.4,4.3,-4.8,2.77,-2.4,5.7,0,971.3,32,3.4,5.9,236,624,80,75,75,642,406,226,0,45,97
KLO,2011,1,3,14,-0.9,74.7,4.3,-4.8,2.77,-2.2,6,0,971.3,36,3.6,6.2,117,373,61,48,48,342,309,221,13,45,97
KLO,2011,1,3,15,-1.4,76.2,4.2,-5,2.7,-2.6,5.3,0,971.2,41,2.3,4.1,10,38,8,6,6,31,35,220,29,45,97
KLO,2011,1,3,16,-2.9,82.8,4.1,-5.4,2.64,-3.7,3.6,0,970.9,5,1.3,2.6,0,0,0,0,0,0,0,218,25,45,97
KLO,2011,1,3,17,-2.9,85.4,4.2,-5,2.7,-3.6,3.8,0,970.9,14,1.3,1.9,0,0,0,0,0,0,0,216,25,45,97
KLO,2011,1,3,18,-3.6,86.9,4.1,-5.5,2.64,-4.2,2.9,0,970.8,12,1.4,2.6,0,0,0,0,0,0,0,216,25,45,97
KLO,2011,1,3,19,-4.9,91.1,3.9,-6.1,2.51,-5.3,1.3,0,970.6,333,0.7,2.2,0,0,0,0,0,0,0,217,25,45,97
KLO,2011,1,3,20,-5.4,92.4,3.8,-6.4,2.45,-5.7,0.6,0,970.4,340,1.2,2.2,0,0,0,0,0,0,0,216,29,45,97
KLO,2011,1,3,21,-5.3,90.8,3.8,-6.6,2.45,-5.7,0.7,0,970.2,335,1.5,2.5,0,0,0,0,0,0,0,224,59,45,97
KLO,2011,1,3,22,-4.6,90.7,3.9,-5.9,2.51,-5,1.6,0,970.2,7,1.8,4,0,0,0,0,0,0,0,236,94,45,97
KLO,2011,1,3,23,-4.2,90.6,4.1,-5.5,2.64,-4.6,2.3,0,970.1,3,1.7,2.8,0,0,0,0,0,0,0,238,100,45,97
KLO,2011,1,4,0,-4,89.3,4.1,-5.5,2.64,-4.5,2.5,0,969.8,343,1.4,2.3,0,0,0,0,0,0,0,239,100,39,97
KLO,2011,1,4,1,-4.3,88.5,3.9,-5.9,2.51,-4.8,1.9,0,969.6,338,2.1,3.2,0,0,0,0,0,0,0,238,100,39,97
KLO,2011,1,4,2,-5.3,89.8,3.7,-6.7,2.38,-5.7,0.6,0,969.6,45,1,2.1,0,0,0,0,0,0,0,238,100,39,97
KLO,2011,1,4,3,-5.7,89.3,3.6,-7.2,2.32,-6.1,0,0,969.2,132,1.3,2.1,0,0,0,0,0,0,0,235,74,39,97
KLO,2011,1,4,4,-6.1,91.2,3.5,-7.3,2.25,-6.4,-0.6,0,969,141,0.8,1.8,0,0,0,0,0,0,0,235,74,39,97
KLO,2011,1,4,5,-5.7,90.8,3.6,-7,2.32,-6.1,0,0,968.6,349,1.3,2.2,0,0,0,0,0,0,0,235,88,39,97
KLO,2011,1,4,6,-5.1,89.6,3.8,-6.5,2.45,-5.5,0.9,0,968.3,349,1.8,2.8,0,0,0,0,0,0,0,239,100,39,97
KLO,2011,1,4,7,-4.8,88,3.8,-6.5,2.45,-5.3,1.2,0,968.3,345,1.6,3.1,26,154,15,10,131,115,10,242,100,39,97
KLO,2011,1,4,8,-4.7,88.1,3.8,-6.4,2.45,-5.2,1.3,0,968.2,360,1.4,2.7,133,440,65,48,355,395,48,245,100,39,97
KLO,2011,1,4,9,-4.3,86.2,3.9,-6.3,2.52,-4.9,1.9,0,968.4,349,0.7,2,135,94,113,78,133,165,78,248,100,39,97
KLO,2011,1,4,10,-3.6,85.8,4,-5.6,2.58,-4.2,2.8,0,968,326,1.2,2.5,62,1,61,42,42,43,42,251,100,39,97
KLO,2011,1,4,11,-3.2,81,3.9,-6,2.52,-4.1,3,0,967.3,304,0.7,3.1,112,15,107,74,74,90,77,255,100,39,97
